estimators,max_depth,backend,threads,nodes,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
32,0,ff,1,1,1.0,1.0,0.964602,0.9586080000000001,147.9662,0.9744182,0.5340794
32,0,ff,2,1,1.0,1.0,0.964602,0.9586080000000001,81.62276,0.8883366,0.572121
32,0,ff,4,1,1.0,1.0,0.964602,0.9586080000000001,46.32386,1.0569811999999998,0.8618134
32,0,ff,8,1,1.0,1.0,0.964602,0.9586080000000001,30.44452,2.18585,2.1785780000000003
32,0,ff,16,1,1.0,1.0,0.964602,0.9586080000000001,15.052240000000001,4.3289100000000005,4.598636
32,0,ff,32,1,1.0,1.0,0.964602,0.9586080000000001,12.556239999999999,10.509406,9.836208
32,0,mpi,16,2,1.0,1.0,0.955752,0.94866,7.552994,10.62114,0.060098000000000006
32,0,mpi,16,4,0.993421,0.993082,0.955752,0.947845,6.945572,6.143636,0.056324200000000005
32,0,mpi,16,6,0.995614,0.995402,0.955752,0.94866,6.871138,15.321940000000001,0.43639220000000006
32,0,mpi,16,8,0.9912279999999999,0.990747,0.938053,0.9281240000000001,6.810321999999999,12.4148,0.0487048
32,0,mpi,32,2,1.0,1.0,0.955752,0.94866,10.20494,13.36518,0.5519717999999999
32,0,mpi,32,4,0.993421,0.993082,0.955752,0.947845,9.656662,13.71012,0.0723834
32,0,mpi,32,6,0.995614,0.995402,0.955752,0.94866,9.444502,23.5903,6.8167418
32,0,mpi,32,8,0.9912279999999999,0.990747,0.938053,0.9281240000000001,9.591581999999999,14.984219999999999,0.9933276
32,0,omp,1,1,1.0,1.0,0.964602,0.9586080000000001,147.44819999999999,0.4179832,0.0995592
32,0,omp,2,1,1.0,1.0,0.964602,0.9586080000000001,78.40639999999999,0.2591084,0.0679236
32,0,omp,4,1,1.0,1.0,0.964602,0.9586080000000001,41.94186,0.18386260000000001,0.072885
32,0,omp,8,1,1.0,1.0,0.964602,0.9586080000000001,22.23734,0.140031,0.0630188
32,0,omp,16,1,1.0,1.0,0.964602,0.9586080000000001,13.490960000000001,0.12576199999999998,0.064228
32,0,omp,32,1,1.0,1.0,0.964602,0.9586080000000001,10.83086,0.146885,0.070661
32,0,seq,1,1,1.0,1.0,0.964602,0.9586080000000001,146.35399999999998,0.3935688,0.0971004
64,0,ff,1,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,289.7166,1.379686,0.7085218
64,0,ff,2,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,157.8054,1.153148,0.6337178
64,0,ff,4,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,89.78659999999999,1.3702,1.0797906
64,0,ff,8,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,64.19274,2.023838,2.061464
64,0,ff,16,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,38.98046,5.300352,4.541452
64,0,ff,32,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,21.74704,10.156506,9.228368
64,0,mpi,16,2,1.0,1.0,0.964602,0.9586080000000001,13.1423,11.05358,0.071934
64,0,mpi,16,4,1.0,1.0,0.955752,0.94866,7.637662000000001,10.637218,0.058302999999999994
64,0,mpi,16,6,0.993421,0.993082,0.946903,0.936895,7.013386,15.600100000000001,0.4589994
64,0,mpi,16,8,0.993421,0.993082,0.955752,0.947845,6.854049999999999,10.84759,0.0621236
64,0,mpi,32,2,1.0,1.0,0.964602,0.9586080000000001,11.88322,11.90218,0.116326
64,0,mpi,32,4,1.0,1.0,0.955752,0.94866,10.21978,13.063419999999999,0.0739854
64,0,mpi,32,6,0.993421,0.993082,0.946903,0.936895,9.71496,23.86204,7.920604
64,0,mpi,32,8,0.993421,0.993082,0.955752,0.947845,9.804992,16.8818,0.0694478
64,0,omp,1,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,285.068,0.7371700000000001,0.1816268
64,0,omp,2,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,151.1472,0.42558860000000004,0.1163068
64,0,omp,4,1,0.9978070000000001,0.9976939999999999,0.964602,0.9586080000000001,78.70854,0.329027,0.0979512
