estimators,max_depth,backend,threads,nodes,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
8,0,ff,1,1,0.9840959999999999,0.982388,0.866456,0.846951,1675.8020000000001,18.525560000000002,5.4772240000000005
8,0,ff,2,1,0.9840959999999999,0.982388,0.866456,0.846951,924.1472,14.138560000000002,3.57761
8,0,ff,4,1,0.9840959999999999,0.982388,0.866456,0.846951,471.2912,9.462627999999999,3.2447000000000004
8,0,ff,8,1,0.9840959999999999,0.982388,0.866456,0.846951,239.8462,10.360372,3.77297
8,0,ff,16,1,0.9840959999999999,0.982388,0.866456,0.846951,239.916,10.313500000000001,4.961228
8,0,ff,32,1,0.9840959999999999,0.982388,0.866456,0.846951,240.32739999999998,12.31982,9.382810000000001
8,0,omp,1,1,0.9840959999999999,0.982388,0.866456,0.846951,1673.134,13.47314,3.47956
8,0,omp,2,1,0.9840959999999999,0.982388,0.866456,0.846951,879.8846,7.813392,2.03762
8,0,omp,4,1,0.9840959999999999,0.982388,0.866456,0.846951,444.3274,4.63921,1.1921680000000001
8,0,omp,8,1,0.9840959999999999,0.982388,0.866456,0.846951,239.9514,3.210432,0.7781629999999999
8,0,omp,16,1,0.9840959999999999,0.982388,0.866456,0.846951,239.8862,3.5676140000000003,0.8565771999999999
8,0,omp,32,1,0.9840959999999999,0.982388,0.866456,0.846951,268.0994,4.973788,1.054838
8,0,seq,1,1,0.9840959999999999,0.982388,0.866456,0.846951,1675.542,13.56372,3.508408
16,0,ff,1,1,0.9944140000000001,0.993853,0.8703999999999998,0.8520710000000001,3329.558,31.2361,8.898244
16,0,ff,2,1,0.9944140000000001,0.993853,0.8703999999999998,0.8520710000000001,1850.324,20.9963,5.420774
16,0,ff,4,1,0.9944140000000001,0.993853,0.8703999999999998,0.8520710000000001,1020.332,14.81934,4.551838
16,0,ff,8,1,0.9944140000000001,0.993853,0.8703999999999998,0.8520710000000001,497.5302,12.04438,4.018587999999999
