dataset,estimators,max_depth,accuracy,f1,backend,nodes,threads,train_time,predict_time
susy100000,128,0,0.79025,0.785968,mpi,6,8,9639.72,30.2588
susy100000,128,0,0.79025,0.785968,mpi,6,8,9634.18,45.6828
susy100000,128,0,0.79025,0.785968,mpi,6,16,6429.12,54.5808
susy100000,128,0,0.79025,0.785968,mpi,6,16,6432.18,71.4039
susy100000,128,0,0.79025,0.785968,mpi,6,16,6470.77,80.0303
susy100000,128,0,0.79025,0.785968,mpi,6,16,6439.01,98.4078
susy100000,128,0,0.79025,0.785968,mpi,6,16,6424.19,71.0228
susy100000,128,0,0.79025,0.785968,mpi,6,32,4253.19,136.096
susy100000,128,0,0.79025,0.785968,mpi,6,32,4346.61,31.3231
susy100000,128,0,0.79025,0.785968,mpi,6,32,4309.06,84.8019
susy100000,128,0,0.79025,0.785968,mpi,6,32,4284.16,112.378
susy100000,128,0,0.79025,0.785968,mpi,6,32,4337.02,28.7091
susy100000,128,0,0.7865,0.781154,mpi,7,8,9465.83,63.1541
susy100000,128,0,0.7865,0.781154,mpi,7,8,9479.62,61.6031
susy100000,128,0,0.7865,0.781154,mpi,7,8,9448.69,57.0908
susy100000,128,0,0.7865,0.781154,mpi,7,8,9467.61,43.8399
susy100000,128,0,0.7865,0.781154,mpi,7,8,9478.79,30.961
susy100000,128,0,0.7865,0.781154,mpi,7,16,6223.95,29.1424
susy100000,128,0,0.7865,0.781154,mpi,7,16,6210.46,69.8386
susy100000,128,0,0.7865,0.781154,mpi,7,16,6232.17,28.6003
susy100000,128,0,0.7865,0.781154,mpi,7,16,6218.97,42.1557
susy100000,128,0,0.7865,0.781154,mpi,7,16,6228.87,37.2591
susy100000,128,0,0.7865,0.781154,mpi,7,32,4004.82,283.95
susy100000,128,0,0.7865,0.781154,mpi,7,32,4251.55,84.0658
susy100000,128,0,0.7865,0.781154,mpi,7,32,4244.37,62.8274
susy100000,128,0,0.7865,0.781154,mpi,7,32,4240.06,49.3452
susy100000,128,0,0.7865,0.781154,mpi,7,32,4215.72,81.8673
susy100000,256,0,0.7926,0.788026,mpi,3,8,35185.3,163.178
susy100000,256,0,0.7926,0.788026,mpi,3,8,35138.0,200.263
susy100000,256,0,0.7926,0.788026,mpi,3,8,35256.2,56.5794
susy100000,256,0,0.7926,0.788026,mpi,3,8,35337.3,75.3375
susy100000,256,0,0.7926,0.788026,mpi,3,8,35288.8,211.327
susy100000,256,0,0.7926,0.788026,mpi,3,16,19381.9,171.801
susy100000,256,0,0.7926,0.788026,mpi,3,16,19462.0,43.6198
susy100000,256,0,0.7926,0.788026,mpi,3,16,19377.9,99.514
susy100000,256,0,0.7926,0.788026,mpi,3,16,19470.3,40.8487
susy100000,256,0,0.7926,0.788026,mpi,3,16,19459.2,40.0831
susy100000,256,0,0.7926,0.788026,mpi,3,32,13871.2,43.9491
susy100000,256,0,0.7926,0.788026,mpi,3,32,13893.5,76.3766
susy100000,256,0,0.7926,0.788026,mpi,3,32,13885.7,31.0504
susy100000,256,0,0.7926,0.788026,mpi,3,32,13864.8,32.5104
susy100000,256,0,0.7926,0.788026,mpi,3,32,13853.5,38.7073
susy100000,256,0,0.793,0.788517,mpi,5,8,22297.5,76.875
susy100000,256,0,0.793,0.788517,mpi,5,8,22149.1,180.962
susy100000,256,0,0.793,0.788517,mpi,5,8,22117.5,225.227
susy100000,256,0,0.793,0.788517,mpi,5,8,22139.7,232.666
susy100000,256,0,0.793,0.788517,mpi,5,8,22150.7,126.159
susy100000,256,0,0.793,0.788517,mpi,5,16,12760.4,67.0635
susy100000,256,0,0.793,0.788517,mpi,5,16,12772.5,70.8259
susy100000,256,0,0.793,0.788517,mpi,5,16,12783.8,53.0472
susy100000,256,0,0.793,0.788517,mpi,5,16,12780.3,78.7153
susy100000,256,0,0.793,0.788517,mpi,5,16,12783.2,34.8605
susy100000,256,0,0.793,0.788517,mpi,5,32,9118.0,32.7556
susy100000,256,0,0.793,0.788517,mpi,5,32,9081.91,58.8044
susy100000,256,0,0.793,0.788517,mpi,5,32,9065.09,98.3814
susy100000,256,0,0.793,0.788517,mpi,5,32,9040.27,48.2653
susy100000,256,0,0.793,0.788517,mpi,5,32,9046.36,126.262
susy100000,256,0,0.791,0.78599,mpi,6,8,19017.6,226.927
susy100000,256,0,0.791,0.78599,mpi,6,8,19039.3,182.467
susy100000,256,0,0.791,0.78599,mpi,6,8,19016.7,55.1938
susy100000,256,0,0.791,0.78599,mpi,6,8,19022.0,94.1224
susy100000,256,0,0.791,0.78599,mpi,6,8,19043.8,170.839
susy100000,256,0,0.791,0.78599,mpi,6,16,9762.84,124.033
susy100000,256,0,0.791,0.78599,mpi,6,16,9759.94,53.208
susy100000,256,0,0.791,0.78599,mpi,6,16,9744.63,61.6914
susy100000,256,0,0.791,0.78599,mpi,6,16,9739.12,104.312
susy100000,256,0,0.791,0.78599,mpi,6,16,9731.29,58.1819
susy100000,256,0,0.791,0.78599,mpi,6,32,8070.93,40.6152
susy100000,256,0,0.791,0.78599,mpi,6,32,8076.13,34.6538
susy100000,256,0,0.791,0.78599,mpi,6,32,8065.24,52.814
susy100000,256,0,0.791,0.78599,mpi,6,32,8056.02,114.278
susy100000,256,0,0.791,0.78599,mpi,6,32,8069.15,64.4395
susy100000,256,0,0.7913,0.78623,mpi,7,8,15922.5,86.1942
susy100000,256,0,0.7913,0.78623,mpi,7,8,15950.5,102.723
susy100000,256,0,0.7913,0.78623,mpi,7,8,16064.5,39.4611
susy100000,256,0,0.7913,0.78623,mpi,7,8,15941.3,69.6237
susy100000,256,0,0.7913,0.78623,mpi,7,8,15918.7,131.401
susy100000,256,0,0.7913,0.78623,mpi,7,16,9685.27,141.529
susy100000,256,0,0.7913,0.78623,mpi,7,16,9685.8,75.0462
susy100000,256,0,0.7913,0.78623,mpi,7,16,9625.23,141.927
susy100000,256,0,0.7913,0.78623,mpi,7,16,9624.84,144.312
susy100000,256,0,0.7913,0.78623,mpi,7,16,9595.12,180.282
susy100000,256,0,0.7913,0.78623,mpi,7,32,8004.44,93.6911
susy100000,256,0,0.7913,0.78623,mpi,7,32,7993.85,82.1591
susy100000,256,0,0.7913,0.78623,mpi,7,32,7962.05,65.5519
susy100000,256,0,0.7913,0.78623,mpi,7,32,7993.99,53.6112
susy100000,256,0,0.7913,0.78623,mpi,7,32,8000.9,39.1476
=======
breast_cancer,8,0,0.955752,0.947845,seq,1,1,36.5931,0.036199
breast_cancer,8,0,0.955752,0.947845,seq,1,1,36.2561,0.037787
breast_cancer,8,0,0.955752,0.947845,seq,1,1,37.0009,0.030744
breast_cancer,8,0,0.955752,0.947845,seq,1,1,36.8462,0.034802
breast_cancer,8,0,0.955752,0.947845,seq,1,1,36.202,0.036816
breast_cancer,16,0,0.955752,0.94866,seq,1,1,70.6816,0.06311
breast_cancer,16,0,0.955752,0.94866,seq,1,1,70.8082,0.058378
breast_cancer,16,0,0.955752,0.94866,seq,1,1,70.6507,0.064457
breast_cancer,16,0,0.955752,0.94866,seq,1,1,70.796,0.059496
breast_cancer,16,0,0.955752,0.94866,seq,1,1,70.7739,0.065565
breast_cancer,32,0,0.964602,0.958608,seq,1,1,141.009,0.103876
breast_cancer,32,0,0.964602,0.958608,seq,1,1,141.518,0.110258
breast_cancer,32,0,0.964602,0.958608,seq,1,1,141.193,0.105468
breast_cancer,32,0,0.964602,0.958608,seq,1,1,140.718,0.096124
breast_cancer,32,0,0.964602,0.958608,seq,1,1,140.987,0.105726
breast_cancer,64,0,0.964602,0.958608,seq,1,1,276.162,0.175103
breast_cancer,64,0,0.964602,0.958608,seq,1,1,272.671,0.176917
breast_cancer,64,0,0.964602,0.958608,seq,1,1,272.559,0.18011
breast_cancer,64,0,0.964602,0.958608,seq,1,1,272.185,0.177877
breast_cancer,64,0,0.964602,0.958608,seq,1,1,272.254,0.18276
breast_cancer,128,0,0.964602,0.958608,seq,1,1,554.734,0.369031
breast_cancer,128,0,0.964602,0.958608,seq,1,1,556.989,0.366846
breast_cancer,128,0,0.964602,0.958608,seq,1,1,555.417,0.352068
breast_cancer,128,0,0.964602,0.958608,seq,1,1,557.597,0.3583
breast_cancer,128,0,0.964602,0.958608,seq,1,1,555.711,0.349143
breast_cancer,256,0,0.964602,0.958608,seq,1,1,1110.0,0.667574
breast_cancer,256,0,0.964602,0.958608,seq,1,1,1108.32,0.667302
breast_cancer,256,0,0.964602,0.958608,seq,1,1,1109.56,0.657205
breast_cancer,256,0,0.964602,0.958608,seq,1,1,1108.48,0.665773
breast_cancer,256,0,0.964602,0.958608,seq,1,1,1113.33,0.660819
breast_cancer,8,0,0.955752,0.947845,omp,1,2,20.4332,0.029158
breast_cancer,8,0,0.955752,0.947845,omp,1,4,10.519,0.031435
breast_cancer,8,0,0.955752,0.947845,omp,1,8,5.94118,0.032094
breast_cancer,8,0,0.955752,0.947845,omp,1,16,6.284,0.084919
breast_cancer,8,0,0.955752,0.947845,omp,1,32,7.65275,0.110434
breast_cancer,16,0,0.955752,0.94866,omp,1,2,37.2319,0.043734
breast_cancer,16,0,0.955752,0.94866,omp,1,4,20.2203,0.041162
breast_cancer,16,0,0.955752,0.94866,omp,1,8,11.1091,0.039824
breast_cancer,16,0,0.955752,0.94866,omp,1,16,6.94402,0.046966
breast_cancer,16,0,0.955752,0.94866,omp,1,32,8.22631,0.082594
breast_cancer,32,0,0.964602,0.958608,omp,1,2,75.8157,0.071064
breast_cancer,32,0,0.964602,0.958608,omp,1,4,38.9732,0.108495
breast_cancer,32,0,0.964602,0.958608,omp,1,8,21.8106,0.094875
breast_cancer,32,0,0.964602,0.958608,omp,1,16,12.3765,0.069267
breast_cancer,32,0,0.964602,0.958608,omp,1,32,11.2087,0.068557
breast_cancer,64,0,0.964602,0.958608,omp,1,2,143.755,0.115404
breast_cancer,64,0,0.964602,0.958608,omp,1,4,74.567,0.163605
breast_cancer,64,0,0.964602,0.958608,omp,1,8,38.9498,0.156392
breast_cancer,64,0,0.964602,0.958608,omp,1,16,20.598,0.085464
breast_cancer,64,0,0.964602,0.958608,omp,1,32,16.8207,0.096734
breast_cancer,128,0,0.964602,0.958608,omp,1,2,293.331,0.265572
breast_cancer,128,0,0.964602,0.958608,omp,1,4,150.768,0.200113
breast_cancer,128,0,0.964602,0.958608,omp,1,8,78.2671,0.225555
breast_cancer,128,0,0.964602,0.958608,omp,1,16,41.8387,0.136968
breast_cancer,128,0,0.964602,0.958608,omp,1,32,31.1921,0.159912
breast_cancer,256,0,0.964602,0.958608,omp,1,2,578.063,0.40548
breast_cancer,256,0,0.964602,0.958608,omp,1,4,303.87,0.294022
breast_cancer,256,0,0.964602,0.958608,omp,1,8,155.65,0.241917
breast_cancer,256,0,0.964602,0.958608,omp,1,16,79.2399,0.23186
breast_cancer,256,0,0.964602,0.958608,omp,1,32,56.275,0.19436
breast_cancer,8,0,0.955752,0.947845,ff,1,2,21.0781,0.655504
breast_cancer,8,0,0.955752,0.947845,ff,1,2,21.2075,0.547881
breast_cancer,8,0,0.955752,0.947845,ff,1,2,21.7662,0.607978
breast_cancer,8,0,0.955752,0.947845,ff,1,2,21.8958,0.586888
breast_cancer,8,0,0.955752,0.947845,ff,1,2,21.9912,0.616854
breast_cancer,8,0,0.955752,0.947845,ff,1,4,11.7632,0.906211
breast_cancer,8,0,0.955752,0.947845,ff,1,4,11.3516,0.907667
breast_cancer,8,0,0.955752,0.947845,ff,1,4,11.2782,0.954317
breast_cancer,8,0,0.955752,0.947845,ff,1,4,11.2836,0.999601
breast_cancer,8,0,0.955752,0.947845,ff,1,4,12.1734,0.906998
breast_cancer,8,0,0.955752,0.947845,ff,1,8,6.76606,2.38413
breast_cancer,8,0,0.955752,0.947845,ff,1,8,7.44747,2.13871
breast_cancer,8,0,0.955752,0.947845,ff,1,8,6.25269,1.66085
breast_cancer,8,0,0.955752,0.947845,ff,1,8,7.29295,2.8636
breast_cancer,8,0,0.955752,0.947845,ff,1,8,6.27214,1.67323
breast_cancer,8,0,0.955752,0.947845,ff,1,16,6.96199,4.3839
breast_cancer,8,0,0.955752,0.947845,ff,1,16,7.17001,4.75983
breast_cancer,8,0,0.955752,0.947845,ff,1,16,6.49603,4.78487
breast_cancer,8,0,0.955752,0.947845,ff,1,16,7.13292,4.9404
breast_cancer,8,0,0.955752,0.947845,ff,1,16,7.08507,5.02358
breast_cancer,8,0,0.955752,0.947845,ff,1,32,7.36555,8.80124
breast_cancer,8,0,0.955752,0.947845,ff,1,32,7.49032,7.88469
breast_cancer,8,0,0.955752,0.947845,ff,1,32,7.62898,7.12837
breast_cancer,8,0,0.955752,0.947845,ff,1,32,7.34838,8.95512
breast_cancer,8,0,0.955752,0.947845,ff,1,32,7.55626,8.48158
breast_cancer,16,0,0.955752,0.94866,ff,1,2,41.2004,0.599039
breast_cancer,16,0,0.955752,0.94866,ff,1,2,41.1584,0.64466
breast_cancer,16,0,0.955752,0.94866,ff,1,2,41.1916,0.578201
breast_cancer,16,0,0.955752,0.94866,ff,1,2,40.5655,0.593615
breast_cancer,16,0,0.955752,0.94866,ff,1,2,40.6842,0.610054
breast_cancer,16,0,0.955752,0.94866,ff,1,4,23.2616,1.04166
breast_cancer,16,0,0.955752,0.94866,ff,1,4,23.5903,0.930434
breast_cancer,16,0,0.955752,0.94866,ff,1,4,23.8432,0.939181
breast_cancer,16,0,0.955752,0.94866,ff,1,4,23.5306,0.95805
breast_cancer,16,0,0.955752,0.94866,ff,1,4,22.9393,1.04631
breast_cancer,16,0,0.955752,0.94866,ff,1,8,11.907,2.28187
breast_cancer,16,0,0.955752,0.94866,ff,1,8,12.8315,1.85798
breast_cancer,16,0,0.955752,0.94866,ff,1,8,12.2783,1.94709
breast_cancer,16,0,0.955752,0.94866,ff,1,8,11.6877,1.57734
breast_cancer,16,0,0.955752,0.94866,ff,1,8,12.0978,2.07454
breast_cancer,16,0,0.955752,0.94866,ff,1,16,7.78948,4.20843
breast_cancer,16,0,0.955752,0.94866,ff,1,16,8.13626,4.79076
breast_cancer,16,0,0.955752,0.94866,ff,1,16,7.91227,3.95284
breast_cancer,16,0,0.955752,0.94866,ff,1,16,7.92683,5.24441
breast_cancer,16,0,0.955752,0.94866,ff,1,16,7.74119,4.97421
breast_cancer,16,0,0.955752,0.94866,ff,1,32,9.51849,9.25164
breast_cancer,16,0,0.955752,0.94866,ff,1,32,8.35609,8.93182
breast_cancer,16,0,0.955752,0.94866,ff,1,32,8.6893,9.00444
breast_cancer,16,0,0.955752,0.94866,ff,1,32,9.04343,9.06357
breast_cancer,16,0,0.955752,0.94866,ff,1,32,8.35949,9.47551
breast_cancer,32,0,0.964602,0.958608,ff,1,2,77.6829,0.642983
breast_cancer,32,0,0.964602,0.958608,ff,1,2,78.6548,0.661571
breast_cancer,32,0,0.964602,0.958608,ff,1,2,78.2403,0.687563
breast_cancer,32,0,0.964602,0.958608,ff,1,2,77.9075,0.671185
breast_cancer,32,0,0.964602,0.958608,ff,1,2,78.7667,0.649426
breast_cancer,32,0,0.964602,0.958608,ff,1,4,44.3208,1.01627
breast_cancer,32,0,0.964602,0.958608,ff,1,4,44.3993,0.920505
breast_cancer,32,0,0.964602,0.958608,ff,1,4,45.2662,0.931082
breast_cancer,32,0,0.964602,0.958608,ff,1,4,44.7202,0.987718
breast_cancer,32,0,0.964602,0.958608,ff,1,4,44.6239,0.909739
breast_cancer,32,0,0.964602,0.958608,ff,1,8,29.5066,2.0898
breast_cancer,32,0,0.964602,0.958608,ff,1,8,29.8205,1.83941
breast_cancer,32,0,0.964602,0.958608,ff,1,8,29.9382,2.00648
breast_cancer,32,0,0.964602,0.958608,ff,1,8,29.614,1.92159
breast_cancer,32,0,0.964602,0.958608,ff,1,8,29.3431,1.91402
breast_cancer,32,0,0.964602,0.958608,ff,1,16,15.0204,5.31481
breast_cancer,32,0,0.964602,0.958608,ff,1,16,14.7267,5.68052
breast_cancer,32,0,0.964602,0.958608,ff,1,16,14.2452,5.5435
breast_cancer,32,0,0.964602,0.958608,ff,1,16,14.456,4.20448
breast_cancer,32,0,0.964602,0.958608,ff,1,16,15.0002,5.68964
breast_cancer,32,0,0.964602,0.958608,ff,1,32,12.6611,10.6668
breast_cancer,32,0,0.964602,0.958608,ff,1,32,12.5236,10.0828
breast_cancer,32,0,0.964602,0.958608,ff,1,32,11.9136,9.28472
breast_cancer,32,0,0.964602,0.958608,ff,1,32,13.0596,10.6937
breast_cancer,32,0,0.964602,0.958608,ff,1,32,12.1364,11.0188
breast_cancer,64,0,0.964602,0.958608,ff,1,2,151.978,0.756553
breast_cancer,64,0,0.964602,0.958608,ff,1,2,152.136,0.665855
breast_cancer,64,0,0.964602,0.958608,ff,1,2,150.74,0.71431
breast_cancer,64,0,0.964602,0.958608,ff,1,2,153.31,0.723339
breast_cancer,64,0,0.964602,0.958608,ff,1,2,151.682,0.794938
breast_cancer,64,0,0.964602,0.958608,ff,1,4,85.8799,1.08535
breast_cancer,64,0,0.964602,0.958608,ff,1,4,87.0069,1.28324
breast_cancer,64,0,0.964602,0.958608,ff,1,4,85.9958,0.997648
breast_cancer,64,0,0.964602,0.958608,ff,1,4,86.7528,0.986164
breast_cancer,64,0,0.964602,0.958608,ff,1,4,85.8721,0.998826
breast_cancer,64,0,0.964602,0.958608,ff,1,8,66.3672,2.34035
breast_cancer,64,0,0.964602,0.958608,ff,1,8,65.9547,1.9618
breast_cancer,64,0,0.964602,0.958608,ff,1,8,65.7104,1.9996
breast_cancer,64,0,0.964602,0.958608,ff,1,8,66.1967,2.07874
breast_cancer,64,0,0.964602,0.958608,ff,1,8,64.8065,2.43924
breast_cancer,64,0,0.964602,0.958608,ff,1,16,41.4943,4.50658
breast_cancer,64,0,0.964602,0.958608,ff,1,16,42.6293,4.21824
breast_cancer,64,0,0.964602,0.958608,ff,1,16,42.3117,4.89568
breast_cancer,64,0,0.964602,0.958608,ff,1,16,41.7146,4.82018
breast_cancer,64,0,0.964602,0.958608,ff,1,16,41.1841,4.7438
breast_cancer,64,0,0.964602,0.958608,ff,1,32,20.4353,10.7476
breast_cancer,64,0,0.964602,0.958608,ff,1,32,20.8469,11.0619
breast_cancer,64,0,0.964602,0.958608,ff,1,32,20.9827,9.67877
breast_cancer,64,0,0.964602,0.958608,ff,1,32,20.579,10.4197
breast_cancer,64,0,0.964602,0.958608,ff,1,32,21.1329,11.3228
breast_cancer,128,0,0.964602,0.958608,ff,1,2,322.739,0.835679
breast_cancer,128,0,0.964602,0.958608,ff,1,2,315.35,0.835618
breast_cancer,128,0,0.964602,0.958608,ff,1,2,323.863,0.758917
breast_cancer,128,0,0.964602,0.958608,ff,1,2,323.893,0.767598
breast_cancer,128,0,0.964602,0.958608,ff,1,2,324.363,0.798527
breast_cancer,128,0,0.964602,0.958608,ff,1,4,167.785,1.02691
breast_cancer,128,0,0.964602,0.958608,ff,1,4,166.621,1.05418
breast_cancer,128,0,0.964602,0.958608,ff,1,4,168.312,1.01363
breast_cancer,128,0,0.964602,0.958608,ff,1,4,168.63,1.10052
breast_cancer,128,0,0.964602,0.958608,ff,1,4,168.491,0.980437
breast_cancer,128,0,0.964602,0.958608,ff,1,8,105.847,2.59879
breast_cancer,128,0,0.964602,0.958608,ff,1,8,105.694,2.59365
breast_cancer,128,0,0.964602,0.958608,ff,1,8,105.086,2.11434
breast_cancer,128,0,0.964602,0.958608,ff,1,8,105.1,1.86033
breast_cancer,128,0,0.964602,0.958608,ff,1,8,105.453,1.98949
breast_cancer,128,0,0.964602,0.958608,ff,1,16,82.8938,4.6356
breast_cancer,128,0,0.964602,0.958608,ff,1,16,79.74,5.02852
breast_cancer,128,0,0.964602,0.958608,ff,1,16,82.1825,4.1283
breast_cancer,128,0,0.964602,0.958608,ff,1,16,81.8852,4.49139
breast_cancer,128,0,0.964602,0.958608,ff,1,16,82.1532,4.4291
breast_cancer,128,0,0.964602,0.958608,ff,1,32,51.4196,10.7
breast_cancer,128,0,0.964602,0.958608,ff,1,32,51.8819,8.64622
breast_cancer,128,0,0.964602,0.958608,ff,1,32,50.9644,9.27419
breast_cancer,128,0,0.964602,0.958608,ff,1,32,52.0084,9.98816
breast_cancer,128,0,0.964602,0.958608,ff,1,32,51.8497,11.1586
breast_cancer,256,0,0.964602,0.958608,ff,1,2,645.378,1.04601
breast_cancer,256,0,0.964602,0.958608,ff,1,2,636.714,1.01547
breast_cancer,256,0,0.964602,0.958608,ff,1,2,644.439,1.08241
breast_cancer,256,0,0.964602,0.958608,ff,1,2,632.598,1.09753
breast_cancer,256,0,0.964602,0.958608,ff,1,2,639.393,1.11856
breast_cancer,256,0,0.964602,0.958608,ff,1,4,383.561,1.08586
breast_cancer,256,0,0.964602,0.958608,ff,1,4,385.68,1.17493
breast_cancer,256,0,0.964602,0.958608,ff,1,4,392.647,1.1241
breast_cancer,256,0,0.964602,0.958608,ff,1,4,392.917,1.1145
breast_cancer,256,0,0.964602,0.958608,ff,1,4,391.045,1.12078
breast_cancer,256,0,0.964602,0.958608,ff,1,8,257.443,1.87427
breast_cancer,256,0,0.964602,0.958608,ff,1,8,260.734,2.11044
breast_cancer,256,0,0.964602,0.958608,ff,1,8,258.609,2.00333
breast_cancer,256,0,0.964602,0.958608,ff,1,8,256.055,1.9888
breast_cancer,256,0,0.964602,0.958608,ff,1,8,253.382,2.05895
breast_cancer,256,0,0.964602,0.958608,ff,1,16,157.562,4.70193
breast_cancer,256,0,0.964602,0.958608,ff,1,16,154.18,4.45522
breast_cancer,256,0,0.964602,0.958608,ff,1,16,154.984,4.31893
breast_cancer,256,0,0.964602,0.958608,ff,1,16,157.59,6.12485
breast_cancer,256,0,0.964602,0.958608,ff,1,16,154.754,4.83016
breast_cancer,256,0,0.964602,0.958608,ff,1,32,110.546,10.8524
breast_cancer,256,0,0.964602,0.958608,ff,1,32,111.016,10.606
breast_cancer,256,0,0.964602,0.958608,ff,1,32,109.654,8.57544
breast_cancer,256,0,0.964602,0.958608,ff,1,32,111.919,10.1793
breast_cancer,256,0,0.964602,0.958608,ff,1,32,109.933,9.40144
breast_cancer,8,0,0.938053,0.928124,mpi,2,8,6.22073,10.8216
breast_cancer,8,0,0.938053,0.928124,mpi,2,8,6.274,10.8432
breast_cancer,8,0,0.938053,0.928124,mpi,2,8,6.21712,10.7269
breast_cancer,8,0,0.938053,0.928124,mpi,2,8,6.21131,10.7818
breast_cancer,8,0,0.938053,0.928124,mpi,2,8,6.25263,10.819
breast_cancer,8,0,0.938053,0.928124,mpi,2,16,6.5985,10.8515
breast_cancer,8,0,0.938053,0.928124,mpi,2,16,6.54842,10.8108
breast_cancer,8,0,0.938053,0.928124,mpi,2,16,6.58525,10.8293
breast_cancer,8,0,0.938053,0.928124,mpi,2,16,6.58968,10.8624
breast_cancer,8,0,0.938053,0.928124,mpi,2,16,6.05238,11.4541
breast_cancer,8,0,0.938053,0.928124,mpi,2,32,7.45499,10.9002
breast_cancer,8,0,0.938053,0.928124,mpi,2,32,7.98162,10.9584
breast_cancer,8,0,0.938053,0.928124,mpi,2,32,7.90307,13.7264
breast_cancer,8,0,0.938053,0.928124,mpi,2,32,7.91552,10.922
breast_cancer,8,0,0.938053,0.928124,mpi,2,32,7.44487,13.6962
breast_cancer,8,0,0.929204,0.911094,mpi,4,8,5.6362,11.7113
breast_cancer,8,0,0.929204,0.911094,mpi,4,8,5.65437,12.0285
breast_cancer,8,0,0.929204,0.911094,mpi,4,8,5.63105,11.3597
breast_cancer,8,0,0.929204,0.911094,mpi,4,8,6.20267,11.3337
breast_cancer,8,0,0.929204,0.911094,mpi,4,8,6.10328,11.3981
breast_cancer,8,0,0.929204,0.911094,mpi,4,16,6.49302,11.4423
breast_cancer,8,0,0.929204,0.911094,mpi,4,16,6.47955,11.7788
breast_cancer,8,0,0.929204,0.911094,mpi,4,16,6.43593,11.668
breast_cancer,8,0,0.929204,0.911094,mpi,4,16,6.46584,11.3833
breast_cancer,8,0,0.929204,0.911094,mpi,4,16,6.4738,11.639
breast_cancer,8,0,0.929204,0.911094,mpi,4,32,7.77504,14.1991
breast_cancer,8,0,0.929204,0.911094,mpi,4,32,7.92442,14.2539
breast_cancer,8,0,0.929204,0.911094,mpi,4,32,7.78662,16.84
breast_cancer,8,0,0.929204,0.911094,mpi,4,32,7.43582,14.2814
breast_cancer,8,0,0.929204,0.911094,mpi,4,32,7.86142,14.3136
breast_cancer,8,0,0.911504,0.898088,mpi,8,8,5.29468,12.5941
breast_cancer,8,0,0.911504,0.898088,mpi,8,8,5.89201,12.295
breast_cancer,8,0,0.911504,0.898088,mpi,8,8,5.31289,12.5133
breast_cancer,8,0,0.911504,0.898088,mpi,8,8,5.35521,12.9703
breast_cancer,8,0,0.911504,0.898088,mpi,8,8,5.29071,12.7552
breast_cancer,8,0,0.911504,0.898088,mpi,8,16,6.10795,12.9032
breast_cancer,8,0,0.911504,0.898088,mpi,8,16,6.13085,12.3346
breast_cancer,8,0,0.911504,0.898088,mpi,8,16,6.22901,12.4773
breast_cancer,8,0,0.911504,0.898088,mpi,8,16,6.16951,12.2856
breast_cancer,8,0,0.911504,0.898088,mpi,8,16,6.23466,12.5629
breast_cancer,8,0,0.911504,0.898088,mpi,8,32,7.57495,14.6446
breast_cancer,8,0,0.911504,0.898088,mpi,8,32,7.51905,15.3987
breast_cancer,8,0,0.911504,0.898088,mpi,8,32,7.41342,14.6706
breast_cancer,8,0,0.911504,0.898088,mpi,8,32,7.51843,14.2022
breast_cancer,8,0,0.911504,0.898088,mpi,8,32,7.53431,15.3817
breast_cancer,16,0,0.955752,0.947845,mpi,2,8,6.46778,10.7211
breast_cancer,16,0,0.955752,0.947845,mpi,2,8,6.45041,10.6901
breast_cancer,16,0,0.955752,0.947845,mpi,2,8,6.41152,10.7132
breast_cancer,16,0,0.955752,0.947845,mpi,2,8,6.37606,10.6976
breast_cancer,16,0,0.955752,0.947845,mpi,2,8,6.38474,10.7212
breast_cancer,16,0,0.955752,0.947845,mpi,2,16,6.77428,10.8294
breast_cancer,16,0,0.955752,0.947845,mpi,2,16,6.75973,10.8165
breast_cancer,16,0,0.955752,0.947845,mpi,2,16,6.82742,10.7862
breast_cancer,16,0,0.955752,0.947845,mpi,2,16,6.76534,10.7931
breast_cancer,16,0,0.955752,0.947845,mpi,2,16,6.82233,10.828
breast_cancer,16,0,0.955752,0.947845,mpi,2,32,8.15624,13.7953
breast_cancer,16,0,0.955752,0.947845,mpi,2,32,8.38457,12.9144
breast_cancer,16,0,0.955752,0.947845,mpi,2,32,8.15873,10.8519
breast_cancer,16,0,0.955752,0.947845,mpi,2,32,8.13517,13.6075
breast_cancer,16,0,0.955752,0.947845,mpi,2,32,8.1826,11.2374
breast_cancer,16,0,0.938053,0.928124,mpi,4,8,6.25764,11.4963
breast_cancer,16,0,0.938053,0.928124,mpi,4,8,5.82532,11.5702
breast_cancer,16,0,0.938053,0.928124,mpi,4,8,5.71905,11.4283
breast_cancer,16,0,0.938053,0.928124,mpi,4,8,5.71977,11.9784
breast_cancer,16,0,0.938053,0.928124,mpi,4,8,6.20104,11.4582
breast_cancer,16,0,0.938053,0.928124,mpi,4,16,6.08159,11.8723
breast_cancer,16,0,0.938053,0.928124,mpi,4,16,6.57592,11.4127
breast_cancer,16,0,0.938053,0.928124,mpi,4,16,6.6417,11.3857
breast_cancer,16,0,0.938053,0.928124,mpi,4,16,6.55092,11.4132
breast_cancer,16,0,0.938053,0.928124,mpi,4,16,6.58934,11.3974
breast_cancer,16,0,0.938053,0.928124,mpi,4,32,7.88497,11.544
breast_cancer,16,0,0.938053,0.928124,mpi,4,32,7.98462,14.1369
breast_cancer,16,0,0.938053,0.928124,mpi,4,32,7.90275,12.1119
breast_cancer,16,0,0.938053,0.928124,mpi,4,32,7.88686,11.7
