estimators,max_depth,backend,threads,nodes,dataset,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
32,0,mpi,16,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,10.440845999999999,11.57516,0.061652
32,0,mpi,16,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,9.880222,12.65634,0.0552716
32,0,mpi,16,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,9.842902,12.860840000000001,0.05450000000000001
32,0,mpi,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,15.974680000000001,0.1433084,0.0657334
32,0,mpi,32,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,14.80644,11.4802,0.1261584
32,0,mpi,32,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,14.27492,14.91038,0.0714138
32,0,mpi,32,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,13.60308,15.47288,0.0732174
32,0,omp,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,223.12980000000002,0.6160498000000001,0.1698116
32,0,omp,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,117.59280000000001,0.4083112,0.100827
32,0,omp,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.34714,0.2689888,0.082736
32,0,omp,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,33.41702,0.2133486,0.0728482
32,0,omp,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,21.00724,0.2108164,0.0750266
32,0,omp,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,15.8667,0.2137214,0.0857654
32,0,seq,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,220.8788,0.5755086,0.1570986
64,0,ff,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,447.581,2.2091459999999996,0.9408949999999999
64,0,ff,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,239.9808,1.55799,0.693802
64,0,ff,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,123.204,1.38927,0.9532234
64,0,ff,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.14542,2.260056,2.051964
64,0,ff,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,34.52346,4.96068,4.586506
64,0,ff,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,27.32942,10.77262,9.13408
64,0,mpi,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,446.7608,0.7842374000000001,0.16775020000000002
64,0,mpi,1,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,227.5024,11.06434,0.10978740000000001
64,0,mpi,1,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,113.6892,12.75774,0.0659402
64,0,mpi,1,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,56.44892,14.655959999999999,0.039929599999999996
64,0,mpi,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,235.90500000000003,0.49417900000000003,0.1067496
64,0,mpi,2,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,119.28900000000002,10.96556,0.0880958
64,0,mpi,2,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,62.03556,12.20014,0.05701860000000001
64,0,mpi,2,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,31.19254,13.04444,0.0416408
64,0,mpi,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,122.68199999999999,0.4040638,0.08893480000000001
64,0,mpi,4,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,60.55874,14.05384,0.09906079999999999
64,0,mpi,4,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,32.784000000000006,12.979679999999998,0.0615824
64,0,mpi,4,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,16.00982,14.2898,0.05954740000000001
64,0,mpi,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.49732,0.29180700000000004,0.10474999999999998
64,0,mpi,8,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,33.31606,11.042959999999999,0.0940562
64,0,mpi,8,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,17.766939999999998,12.5213,0.0545316
64,0,mpi,8,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,9.484634,12.98454,0.05385960000000001
64,0,mpi,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,34.81144,0.33528,0.088678
64,0,mpi,16,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,18.19418,11.8644,0.0823416
64,0,mpi,16,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,10.81662,13.100620000000001,0.05652120000000001
64,0,mpi,16,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,9.959316000000001,13.448579999999998,0.07253659999999999
64,0,mpi,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,29.170740000000002,0.276273,0.083386
64,0,mpi,32,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,15.792159999999999,11.4369,0.1536654
64,0,mpi,32,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,14.75514,14.823879999999999,0.0719838
64,0,mpi,32,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,14.170779999999999,15.77192,1.6417268
64,0,omp,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,427.2308,1.141762,0.2743436
64,0,omp,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,226.4172,0.6898405999999999,0.1699662
64,0,omp,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,120.3194,0.44943879999999997,0.13637280000000002
64,0,omp,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,63.891,0.326327,0.10444740000000001
64,0,omp,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,33.67894,0.2719392,0.0898784
64,0,omp,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,27.030079999999998,0.2857552,0.1108524
64,0,seq,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,427.17719999999997,1.059984,0.26935159999999997
128,0,ff,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,876.4817999999999,3.429016,1.367586
128,0,ff,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,476.66360000000003,2.485266,0.9116327999999999
128,0,ff,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,243.4106,1.7372720000000001,1.121622
128,0,ff,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,122.3762,2.615318,2.324142
128,0,ff,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,65.12093999999999,4.798972,4.368526
128,0,ff,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,49.4426,10.68816,9.124504
128,0,mpi,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,875.7038,1.588786,0.33421639999999997
128,0,mpi,1,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,447.23819999999995,11.4836,0.21586979999999997
128,0,mpi,1,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,225.5224,9.381865999999999,0.1199502
128,0,mpi,1,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,113.1834,13.50546,0.0641822
128,0,mpi,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,454.95559999999995,0.9440322,0.1981594
128,0,mpi,2,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,234.92979999999997,11.215860000000001,0.12681199999999998
128,0,mpi,2,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,119.0044,12.47356,0.0808338
128,0,mpi,2,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,62.314260000000004,12.22692,0.05740540000000001
128,0,mpi,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,235.531,0.682044,0.1592378
