estimators,max_depth,backend,threads,nodes,dataset,accuracy,f1,train_time,predict_time
128,0,mpi,32,4,breast_cancer,0.964602,0.958608,11.0308,12.55312
128,0,mpi,32,6,breast_cancer,0.955752,0.94866,9.939892,25.39246
128,0,mpi,32,8,breast_cancer,0.955752,0.94866,8.446782,13.77294
128,0,omp,2,1,breast_cancer,0.964602,0.958608,292.9864,0.2653756
128,0,omp,2,1,magic,0.8738170000000001,0.8563639999999999,13844.56,25.79702
128,0,omp,4,1,breast_cancer,0.964602,0.958608,150.2298,0.1942362
128,0,omp,4,1,magic,0.8738170000000001,0.8563639999999999,7108.839999999999,13.41798
128,0,omp,8,1,breast_cancer,0.964602,0.958608,78.00214,0.1722452
128,0,omp,8,1,magic,0.8738170000000001,0.8563639999999999,3642.272,7.572494000000001
128,0,omp,16,1,breast_cancer,0.964602,0.958608,43.4187,0.1504924
128,0,omp,16,1,magic,0.873817,0.856364,1838.6233333333328,4.6162133333333335
128,0,omp,32,1,breast_cancer,0.964602,0.958608,31.524880000000003,0.1490076
128,0,seq,1,1,breast_cancer,0.964602,0.958608,558.1043999999999,0.3459261999999999
128,0,seq,1,1,magic,0.8738170000000001,0.8563639999999999,26549.96,47.8126
128,0,seq,1,1,susy_20000,0.79625,0.795556,51190.72,55.22954
256,0,ff,2,1,breast_cancer,0.964602,0.958608,639.327,1.094996
256,0,ff,4,1,breast_cancer,0.964602,0.958608,391.1218,1.17467
256,0,ff,8,1,breast_cancer,0.964602,0.958608,255.0972,2.29469
256,0,ff,16,1,breast_cancer,0.964602,0.958608,153.9816,4.894979999999999
256,0,ff,32,1,breast_cancer,0.964602,0.958608,110.3656,10.332232
256,0,mpi,8,2,breast_cancer,0.964602,0.958608,78.50476,13.13706
256,0,mpi,8,4,breast_cancer,0.964602,0.958608,38.96,11.75722
256,0,mpi,8,6,breast_cancer,0.964602,0.958608,30.09108,32.77256
256,0,mpi,8,8,breast_cancer,0.964602,0.958608,22.09772,12.6854
256,0,mpi,16,2,breast_cancer,0.964602,0.958608,41.86642,10.99146
256,0,mpi,16,4,breast_cancer,0.964602,0.958608,23.66796,11.47782
256,0,mpi,16,6,breast_cancer,0.964602,0.958608,17.50594,28.6858
256,0,mpi,16,8,breast_cancer,0.964602,0.958608,12.75722,12.87836
256,0,mpi,32,2,breast_cancer,0.964602,0.958608,31.549200000000003,11.84656
256,0,mpi,32,4,breast_cancer,0.964602,0.958608,17.11148,12.5247
256,0,mpi,32,6,breast_cancer,0.964602,0.958608,17.26342,28.26144
256,0,mpi,32,8,breast_cancer,0.964602,0.958608,11.01618,14.689940000000002
256,0,omp,2,1,breast_cancer,0.964602,0.958608,577.5935999999999,0.406709
256,0,omp,4,1,breast_cancer,0.964602,0.958608,301.7944,0.3006142
256,0,omp,8,1,breast_cancer,0.964602,0.958608,155.1246,0.2488248
256,0,omp,16,1,breast_cancer,0.964602,0.958608,79.03946,0.2328158
256,0,omp,32,1,breast_cancer,0.964602,0.958608,57.30282,0.1948272
256,0,seq,1,1,breast_cancer,0.964602,0.958608,1104.156,0.6626976
256,0,seq,1,1,magic,0.8788120000000001,0.8621929999999999,53053.44,96.26964
256,0,seq,1,1,susy_20000,0.7975,0.796886,102335.0,111.6276
16,0,ff,2,1,magic,0.8703999999999998,0.8520710000000001,1838.232,6.0048520000000005
16,0,ff,2,1,susy_20000,0.78625,0.785293,3678.178,6.8498
16,0,ff,4,1,magic,0.8703999999999998,0.8520710000000001,1012.906,4.36308
16,0,ff,4,1,susy_20000,0.78625,0.785293,2057.716,5.023568
16,0,ff,8,1,magic,0.8703999999999998,0.8520710000000001,492.4496,4.0697600000000005
16,0,ff,8,1,susy_20000,0.78625,0.785293,989.3728,3.910378
16,0,ff,16,1,magic,0.8703999999999998,0.8520710000000001,238.076,5.718558
16,0,ff,16,1,susy_20000,0.78625,0.785293,464.5338,6.272958
16,0,ff,32,1,magic,0.8703999999999998,0.8520710000000001,238.685,10.65093
16,0,ff,32,1,susy_20000,0.78625,0.785293,466.1804,11.05198
32,0,ff,2,1,magic,0.87592,0.858581,3596.97,9.253906
32,0,ff,2,1,susy_20000,0.79375,0.792961,7396.552000000001,10.5415
32,0,ff,4,1,magic,0.87592,0.858581,2037.108,5.95293
32,0,ff,4,1,susy_20000,0.79375,0.792961,4326.646,6.927008000000001
32,0,ff,8,1,magic,0.87592,0.858581,1255.526,5.191692
32,0,ff,8,1,susy_20000,0.79375,0.792961,2903.362,5.468064
32,0,ff,16,1,magic,0.87592,0.858581,548.612,6.34943
32,0,ff,16,1,susy_20000,0.79375,0.792961,1157.712,7.136861999999999
32,0,ff,32,1,magic,0.87592,0.858581,341.9218,11.94892
32,0,ff,32,1,susy_20000,0.79375,0.792961,661.6895999999999,11.32158
32,0,mpi,8,2,magic,0.8703999999999998,0.8520710000000001,460.0624,12.87658
32,0,mpi,8,2,susy_20000,0.78625,0.785293,899.06275,14.14375
32,0,mpi,8,4,magic,0.866456,0.846951,238.138,16.32762
32,0,mpi,8,6,magic,0.853838,0.835826,237.3658,30.687
32,0,mpi,8,8,magic,0.849369,0.824781,229.389,16.78414
32,0,mpi,16,2,magic,0.8703999999999998,0.8520710000000001,238.4538,14.58002
32,0,mpi,16,4,magic,0.866456,0.846951,238.5558,16.26926
32,0,mpi,16,6,magic,0.853838,0.835826,238.1072,29.832
32,0,mpi,16,8,magic,0.849369,0.824781,229.9428,14.621019999999998
32,0,mpi,32,2,magic,0.8703999999999998,0.8520710000000001,239.974,14.07462
32,0,mpi,32,4,magic,0.866456,0.846951,239.8232,15.94588
32,0,mpi,32,6,magic,0.853838,0.835826,239.264,26.73886
32,0,mpi,32,8,magic,0.849369,0.824781,232.7904,15.8465
64,0,ff,2,1,magic,0.879075,0.862176,7454.536,15.489679999999998
64,0,ff,2,1,susy_20000,0.79525,0.794577,14728.98,17.77454
64,0,ff,4,1,magic,0.879075,0.862176,4292.764,9.305428
64,0,ff,4,1,susy_20000,0.79525,0.794577,8829.628,10.78188
64,0,ff,8,1,magic,0.879075,0.862176,2957.782,6.4493920000000005
64,0,ff,8,1,susy_20000,0.79525,0.794577,6870.795999999999,7.585518
64,0,ff,16,1,magic,0.879075,0.862176,1932.372,7.576746
64,0,ff,16,1,susy_20000,0.79525,0.794577,4539.2,8.065938
64,0,ff,32,1,magic,0.879075,0.862176,811.2322,11.57978
64,0,ff,32,1,susy_20000,0.79525,0.794577,1752.304,13.89964
64,0,mpi,8,2,magic,0.87592,0.858581,928.5034,14.509619999999998
64,0,mpi,8,4,magic,0.8703999999999998,0.8520710000000001,459.5546000000001,15.99974
64,0,mpi,8,6,magic,0.8703999999999998,0.85182,448.9818,32.67424
64,0,mpi,8,8,magic,0.866456,0.846951,238.2888,14.19626
64,0,mpi,16,2,magic,0.87592,0.858581,472.1848,23.81642
64,0,mpi,16,4,magic,0.8703999999999998,0.8520710000000001,238.2982,16.84044
64,0,mpi,16,6,magic,0.8703999999999998,0.85182,237.0788,28.09806
64,0,mpi,16,8,magic,0.866456,0.846951,238.5458,13.71814
64,0,mpi,32,2,magic,0.87592,0.858581,347.487,12.77734
64,0,mpi,32,4,magic,0.8703999999999998,0.8520710000000001,240.2884,23.1796
64,0,mpi,32,6,magic,0.8703999999999998,0.85182,238.9252,28.21518
64,0,mpi,32,8,magic,0.866456,0.846951,240.6212,14.42896
64,0,omp,16,1,susy_20000,0.79525,0.794577,1812.395,2.79635
64,0,omp,32,1,susy_20000,0.79525,0.794577,1316.736,2.742894
128,0,ff,2,1,magic,0.8738170000000001,0.8563639999999999,14433.86,28.28506
128,0,ff,2,1,susy_20000,0.79625,0.795556,29475.18,32.10104
128,0,ff,4,1,magic,0.8738170000000001,0.8563639999999999,8354.872,15.87618
128,0,ff,4,1,susy_20000,0.79625,0.795556,17892.28,17.67848
128,0,ff,8,1,magic,0.8738170000000001,0.8563639999999999,5873.8,10.143538
128,0,ff,8,1,susy_20000,0.79625,0.795556,14611.78,11.84576
128,0,ff,16,1,magic,0.8738170000000001,0.8563639999999999,4655.836,9.828048
128,0,ff,16,1,susy_20000,0.79625,0.795556,11533.9,10.9379
128,0,ff,32,1,magic,0.8738170000000001,0.8563639999999999,2353.642,13.42228
128,0,ff,32,1,susy_20000,0.79625,0.795556,5468.716,13.3572
128,0,mpi,8,2,magic,0.879075,0.862176,1825.294,16.19352
128,0,mpi,8,4,magic,0.87592,0.858581,928.029,20.80442
128,0,mpi,8,6,magic,0.873291,0.8563600000000001,685.3738000000001,32.313419999999994
128,0,mpi,8,8,magic,0.8703999999999998,0.8520710000000001,459.0464,14.92688
128,0,mpi,16,2,magic,0.879075,0.862176,931.354,18.15478
128,0,mpi,16,4,magic,0.87592,0.858581,471.8234000000001,14.69498
128,0,mpi,16,6,magic,0.873291,0.8563600000000001,463.1434,39.65482
128,0,mpi,16,8,magic,0.8703999999999998,0.8520710000000001,238.1926,15.83588
128,0,mpi,32,2,magic,0.879075,0.862176,667.6533999999999,11.961442
128,0,mpi,32,4,magic,0.87592,0.858581,347.6692,15.87036
128,0,mpi,32,6,magic,0.873291,0.8563600000000001,325.8864,30.71268
128,0,mpi,32,8,magic,0.8703999999999998,0.8520710000000001,240.0544,16.79484
128,0,omp,2,1,susy_20000,0.79625,0.795556,26780.82,29.65132
128,0,omp,4,1,susy_20000,0.79625,0.795556,13722.34,15.21968
128,0,omp,8,1,susy_20000,0.79625,0.795556,7056.314,8.989854
128,0,omp,16,1,magic,0.873817,0.856364,1833.375,4.148095
128,0,omp,16,1,susy_20000,0.79625,0.795556,3566.5979999999995,5.0253
128,0,omp,32,1,magic,0.8738170000000001,0.8563639999999999,1319.0459999999998,3.546524
128,0,omp,32,1,susy_20000,0.79625,0.795556,2572.542,3.955218
256,0,ff,2,1,magic,0.8788120000000001,0.8621929999999999,29911.82,53.85208
256,0,ff,2,1,susy_20000,0.7975,0.796886,59144.94,62.318560000000005
256,0,ff,4,1,magic,0.8788120000000001,0.8621929999999999,16289.2,29.98402
256,0,ff,4,1,susy_20000,0.7975,0.796886,36033.84,34.545
256,0,ff,8,1,magic,0.8788120000000001,0.8621929999999999,12088.72,17.45854
256,0,ff,8,1,susy_20000,0.7975,0.796886,30296.66,19.65246
256,0,ff,16,1,magic,0.8788120000000001,0.8621929999999999,10100.318,13.63488
256,0,ff,16,1,susy_20000,0.7975,0.796886,25318.54,14.997899999999998
256,0,ff,32,1,magic,0.8788120000000001,0.8621929999999999,5476.892,16.534460000000003
256,0,ff,32,1,susy_20000,0.7975,0.796886,12851.9,17.14566
256,0,mpi,8,2,magic,0.8738170000000001,0.8563639999999999,3647.278,18.095558
256,0,mpi,8,4,magic,0.879075,0.862176,1825.282,19.9226
256,0,mpi,8,6,magic,0.880126,0.863317,1372.202,30.60994
256,0,mpi,8,8,magic,0.87592,0.858581,929.6268,18.42036
256,0,mpi,16,2,magic,0.8738170000000001,0.8563639999999999,1836.488,17.3064
256,0,mpi,16,4,magic,0.879075,0.862176,931.6936,17.80144
256,0,mpi,16,6,magic,0.880126,0.863317,709.9214,25.5095
256,0,mpi,16,8,magic,0.87592,0.858581,471.8442,33.63188
256,0,mpi,32,2,magic,0.8738170000000001,0.8563639999999999,1317.754,18.42898
256,0,mpi,32,4,magic,0.879075,0.862176,666.6164,18.63406
256,0,mpi,32,6,magic,0.880126,0.863317,571.219,31.465840000000004
256,0,mpi,32,8,magic,0.87592,0.858581,347.7218,15.78092
256,0,omp,2,1,magic,0.8788120000000001,0.8621929999999999,27703.96,51.00338
256,0,omp,2,1,susy_20000,0.7975,0.796886,53479.98,58.83842
256,0,omp,4,1,magic,0.8788120000000001,0.8621929999999999,14107.66,26.83594
