estimators,max_depth,backend,threads,nodes,dataset,accuracy,f1,train_time,predict_time
256,0,omp,4,1,susy_20000,0.7975,0.796886,27398.66,29.90266
256,0,omp,8,1,magic,0.8788120000000001,0.8621929999999999,7251.889999999999,14.23858
256,0,omp,8,1,susy_20000,0.7975,0.796886,14043.16,16.72998
256,0,omp,16,1,magic,0.8788120000000001,0.8621929999999999,3651.468,7.948302
256,0,omp,16,1,susy_20000,0.7975,0.796886,7065.092,9.115288
256,0,omp,32,1,magic,0.8788120000000001,0.8621929999999999,2598.25,6.1457
256,0,omp,32,1,susy_20000,0.7975,0.796886,5116.212,7.022458
32,0,mpi,8,2,susy_20000,0.78625,0.785293,899.057,12.2834
32,0,mpi,8,4,susy_20000,0.77225,0.770421,443.42080000000004,15.1982
32,0,mpi,8,6,susy_20000,0.76175,0.76151,454.5204,26.549599999999998
32,0,mpi,8,8,susy_20000,0.75175,0.748751,442.4498,13.693704
32,0,mpi,16,2,susy_20000,0.78625,0.785293,461.4968,11.82204
32,0,mpi,16,4,susy_20000,0.77225,0.770421,443.89660000000003,17.11132
32,0,mpi,16,6,susy_20000,0.76175,0.76151,455.48400000000004,26.896359999999998
32,0,mpi,16,8,susy_20000,0.75175,0.748751,438.5348,17.93934
32,0,mpi,32,2,susy_20000,0.78625,0.785293,462.22299999999996,14.91508
32,0,mpi,32,4,susy_20000,0.77225,0.770421,445.918,16.5534
32,0,mpi,32,6,susy_20000,0.76175,0.76151,456.8218,24.76196
32,0,mpi,32,8,susy_20000,0.75175,0.748751,440.86260000000004,17.96022
64,0,mpi,8,2,susy_20000,0.79375,0.792961,1790.0939999999998,14.943540000000002
64,0,mpi,8,4,susy_20000,0.78625,0.785293,899.3536,17.244880000000002
64,0,mpi,8,6,susy_20000,0.7785,0.77723,849.4123999999999,33.45942
64,0,mpi,8,8,susy_20000,0.77225,0.770421,444.00460000000004,16.59198
64,0,mpi,16,2,susy_20000,0.79375,0.792961,915.1384,12.581059999999999
64,0,mpi,16,4,susy_20000,0.78625,0.785293,461.6322,16.27048
64,0,mpi,16,6,susy_20000,0.7785,0.77723,444.9408,31.940819999999995
64,0,mpi,16,8,susy_20000,0.77225,0.770421,443.7204,17.61656
64,0,mpi,32,2,susy_20000,0.79375,0.792961,662.2711999999999,13.723279999999999
64,0,mpi,32,4,susy_20000,0.78625,0.785293,462.02299999999997,21.85044
64,0,mpi,32,6,susy_20000,0.7785,0.77723,447.7386,25.21198
64,0,mpi,32,8,susy_20000,0.77225,0.770421,445.05559999999997,18.7935
128,0,mpi,8,2,susy_20000,0.79525,0.794577,3581.9080000000004,18.59088
128,0,mpi,8,4,susy_20000,0.79375,0.792961,1790.92,17.81252
128,0,mpi,8,6,susy_20000,0.7935,0.793099,1346.75,29.525779999999997
128,0,mpi,8,8,susy_20000,0.78625,0.785293,899.6946,17.627879999999998
128,0,mpi,16,2,susy_20000,0.79525,0.794577,1814.616,16.18554
128,0,mpi,16,4,susy_20000,0.79375,0.792961,914.524,23.09728
128,0,mpi,16,6,susy_20000,0.7935,0.793099,892.2652,30.16902
128,0,mpi,16,8,susy_20000,0.78625,0.785293,460.13239999999996,21.87592
128,0,mpi,32,2,susy_20000,0.79525,0.794577,1311.6,19.48394
128,0,mpi,32,4,susy_20000,0.79375,0.792961,661.903,17.38424
128,0,mpi,32,6,susy_20000,0.7935,0.793099,612.5538,30.923839999999995
128,0,mpi,32,8,susy_20000,0.78625,0.785293,473.26419999999996,26.877164
256,0,mpi,8,2,susy_20000,0.79625,0.795556,7058.674000000001,29.140639999999998
256,0,mpi,8,4,susy_20000,0.79525,0.794577,3583.272,20.7118
256,0,mpi,8,6,susy_20000,0.7915,0.790796,2615.132,33.5848
256,0,mpi,8,8,susy_20000,0.79375,0.792961,1789.6060000000002,22.28102
256,0,mpi,16,2,susy_20000,0.79625,0.795556,3577.65,18.94298
256,0,mpi,16,4,susy_20000,0.79525,0.794577,1813.288,19.03758
256,0,mpi,16,6,susy_20000,0.7915,0.790796,1336.718,31.68224
256,0,mpi,16,8,susy_20000,0.79375,0.792961,913.824,27.71926
256,0,mpi,32,2,susy_20000,0.79625,0.795556,2579.906,15.31766
256,0,mpi,32,4,susy_20000,0.79525,0.794577,1312.626,27.66438
256,0,mpi,32,6,susy_20000,0.7915,0.790796,1088.838,29.088459999999998
256,0,mpi,32,8,susy_20000,0.79375,0.792961,658.7858,21.01052
