estimators,max_depth,backend,threads,nodes,dataset,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
256,0,ff,2,1,iris,1,1,0.966667,0.967963,14.5178,0.973194,0.611589
32,0,mpi,4,2,iris,1,1,0.966667,0.967963,0.705101,9.44538,0.014437
128,0,omp,8,1,iris,1,1,0.966667,0.967963,4.76874,0.416854,0.260898
256,0,omp,8,1,iris,1,1,0.966667,0.967963,7.59236,0.456504,0.436524
64,0,ff,16,1,iris,1,1,0.966667,0.967963,3.53092,2.30083,1.88002
32,0,ff,32,1,iris,1,1,0.966667,0.967963,4.72304,3.51335,3.8167
256,0,omp,2,1,iris,1,1,0.966667,0.967963,13.5993,0.443069,0.083585
64,0,mpi,2,1,iris,1,1,0.966667,0.967963,3.56569,0.10299,0.047497
128,0,omp,4,1,iris,1,1,0.966667,0.967963,3.7993,0.135231,0.033873
64,0,mpi,16,1,iris,1,1,0.966667,0.967963,3.1102,0.562796,0.370846
32,0,omp,1,1,iris,1,1,0.966667,0.967963,3.24049,0.113353,0.02627
32,0,omp,8,1,iris,1,1,0.966667,0.967963,1.72824,0.339558,0.189243
128,0,ff,1,1,iris,1,1,0.966667,0.967963,13.812,0.797284,0.414528
64,0,mpi,16,1,iris,1,1,0.966667,0.967963,2.76314,0.605419,0.477957
128,0,ff,16,1,iris,1,1,0.966667,0.967963,6.75821,2.25909,1.85545
256,0,omp,8,1,iris,1,1,0.966667,0.967963,8.17914,0.607598,0.294428
256,0,omp,4,1,iris,1,1,0.966667,0.967963,7.35867,0.227974,0.053633
32,0,seq,1,1,iris,1,1,0.966667,0.967963,3.38346,0.127773,0.02432
32,0,mpi,2,2,iris,1,1,0.966667,0.967963,1.05729,11.301,0.014273
64,0,ff,32,1,iris,1,1,0.966667,0.967963,4.78988,3.90799,3.00811
32,0,mpi,2,2,iris,1,1,0.966667,0.967963,0.990847,9.19872,0.017934
32,0,mpi,32,2,iris,1,1,0.966667,0.967963,1.50716,8.3739,0.704081
64,0,mpi,4,2,iris,1,1,0.966667,0.967963,1.17417,8.81164,0.020363
32,0,mpi,32,1,iris,1,1,0.966667,0.967963,3.17504,0.947993,0.855605
64,0,omp,4,1,iris,1,1,0.966667,0.967963,2.08664,0.082077,0.021701
32,0,mpi,8,2,iris,1,1,0.966667,0.967963,1.04467,8.73636,0.29738
32,0,ff,8,1,iris,1,1,0.966667,0.967963,1.95221,1.30934,1.08818
128,0,omp,2,1,iris,1,1,0.966667,0.967963,6.89651,0.217664,0.047326
32,0,omp,2,1,iris,1,1,0.966667,0.967963,1.85727,0.07191,0.020276
64,0,mpi,32,1,iris,1,1,0.966667,0.967963,5.57911,1.41259,0.850948
256,0,ff,2,1,iris,1,1,0.966667,0.967963,15.3919,1.00125,0.638516
32,0,ff,16,1,iris,1,1,0.966667,0.967963,2.19624,2.33159,1.72139
32,0,mpi,32,1,iris,1,1,0.966667,0.967963,3.40929,1.20028,1.07578
32,0,mpi,16,1,iris,1,1,0.966667,0.967963,2.17447,0.523273,0.579175
32,0,mpi,1,2,iris,1,1,0.966667,0.967963,1.79245,7.94447,0.017728
128,0,omp,32,1,iris,1,1,0.966667,0.967963,7.22835,0.963191,0.679637
32,0,mpi,16,2,iris,1,1,0.966667,0.967963,1.62908,11.6385,0.431754
32,0,mpi,32,2,iris,1,1,0.966667,0.967963,2.23799,7.42126,0.984345
64,0,mpi,4,2,iris,1,1,0.966667,0.967963,1.16091,12.7437,0.018233
32,0,ff,16,1,iris,1,1,0.966667,0.967963,3.44827,2.27844,2.00891
64,0,mpi,16,2,iris,1,1,0.966667,0.967963,3.1144,6.8167,0.466081
128,0,ff,1,1,iris,1,1,0.966667,0.967963,14.0352,0.767756,0.411441
64,0,mpi,8,1,iris,1,1,0.966667,0.967963,2.73791,0.38701,0.241089
256,0,omp,2,1,iris,1,1,0.966667,0.967963,13.525,0.433959,0.083666
64,0,mpi,32,2,iris,1,1,0.966667,0.967963,4.10542,5.46915,0.903646
64,0,ff,8,1,iris,1,1,0.966667,0.967963,3.55897,1.36641,1.0102
256,0,omp,16,1,iris,1,1,0.966667,0.967963,10.5515,0.840449,0.445279
32,0,ff,2,1,iris,1,1,0.966667,0.967963,2.25165,0.692543,0.45908
64,0,mpi,1,2,iris,1,1,0.966667,0.967963,3.35221,6.32803,0.032629
256,0,ff,8,1,iris,1,1,0.966667,0.967963,12.3832,1.24297,1.33414
128,0,omp,1,1,iris,1,1,0.966667,0.967963,12.8706,0.359994,0.077231
32,0,ff,16,1,iris,1,1,0.966667,0.967963,2.27293,2.05211,1.81055
64,0,ff,4,1,iris,1,1,0.966667,0.967963,2.40594,0.814197,0.706588
32,0,ff,32,1,iris,1,1,0.966667,0.967963,3.36107,4.11903,3.24463
64,0,seq,1,1,iris,1,1,0.966667,0.967963,6.51585,0.178462,0.040211
256,0,omp,4,1,iris,1,1,0.966667,0.967963,7.33982,0.236188,0.054754
32,0,omp,32,1,iris,1,1,0.966667,0.967963,3.78508,0.660429,0.560509
128,0,omp,16,1,iris,1,1,0.966667,0.967963,4.86231,0.455876,0.237564
64,0,mpi,2,1,iris,1,1,0.966667,0.967963,3.5244,0.097266,0.040209
64,0,ff,2,1,iris,1,1,0.966667,0.967963,3.90256,0.588527,0.488857
128,0,omp,16,1,iris,1,1,0.966667,0.967963,5.56997,0.564476,0.269144
32,0,mpi,1,2,iris,1,1,0.966667,0.967963,1.69763,11.4644,0.014815
256,0,ff,16,1,iris,1,1,0.966667,0.967963,9.04589,2.41455,1.94523
32,0,ff,8,1,iris,1,1,0.966667,0.967963,2.29794,1.24703,1.07824
